state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
West Bengal,Barddhaman,713383,5,2,0,7
Odisha,Jagatsinghpur,754135,6,1,0,7
Karnataka,Davanagere,577525,6,1,0,7
Assam,Baksa,781316,5,2,0,7
Himachal Pradesh,Solan,173204,7,0,0,7
Uttar Pradesh,Bara Banki,225002,4,3,0,7
Karnataka,Davanagere,577566,7,0,0,7
Odisha,Jharsuguda,768233,5,2,0,7
West Bengal,Bankura,723121,4,2,1,7
Odisha,Jagatsinghpur,754109,6,1,0,7
Uttarakhand,Tehri Garhwal,249128,5,2,0,7
Uttarakhand,Udham Singh Nagar,244716,6,1,0,7
Odisha,Khordha,754004,6,1,0,7
Odisha,Khordha,752062,7,0,0,7
West Bengal,Bardhaman,713424,6,1,0,7
West Bengal,Barddhaman,722205,7,0,0,7
Karnataka,Davanagere,583127,5,2,0,7
Andhra Pradesh,Karim Nagar,505326,7,0,0,7
Rajasthan,Jaisalmer,345034,5,2,0,7
Jammu & Kashmir,Jammu,180001,7,0,0,7
Himachal Pradesh,Mandi,175017,7,0,0,7
Himachal Pradesh,Lahul And Spiti,172114,6,1,0,7
West Bengal,Barddhaman,731215,5,2,0,7
West Bengal,Barddhaman,713516,6,1,0,7
Karnataka,Chickmagalur,577135,7,0,0,7
West Bengal,Bardhaman,713148,4,3,0,7
West Bengal,Bardhaman,713150,7,0,0,7
West Bengal,Purulia,723152,6,1,0,7
Punjab,Moga,151208,7,0,0,7
Andhra Pradesh,Sri Potti Sriramulu Nellore,523113,6,1,0,7
Andhra Pradesh,Sri Potti Sriramulu Nellore,524316,3,1,3,7
Puducherry,Puducherry,670672,3,4,0,7
Kerala,Pathanamthitta,689677,5,2,0,7
Kerala,Pathanamthitta,689678,5,1,1,7
Chhattisgarh,Gariyaband,494226,7,0,0,7
Chhattisgarh,Gariyaband,494228,4,3,0,7
Delhi,West Delhi,110064,4,3,0,7
Goa,North Goa,403104,6,1,0,7
Kerala,Pathanamthitta,689661,5,2,0,7
Madhya Pradesh,Panna,488059,4,0,3,7
Chhattisgarh,Durg,491225,7,0,0,7
Madhya Pradesh,Niwari,472336,6,0,1,7
Madhya Pradesh,Pandhurna,480105,7,0,0,7
Madhya Pradesh,Maihar,485115,7,0,0,7
Kerala,Pathanamthitta,689587,3,4,0,7
Gujarat,Ahmadabad,380054,5,2,0,7
West Bengal,Purba Medinipur,721436,4,3,0,7
Kerala,Pathanamthitta,689115,7,0,0,7
Madhya Pradesh,Pandhurna,480338,4,0,3,7
Uttarakhand,Pauri Garhwal,246177,7,0,0,7
Uttarakhand,Pauri Garhwal,246142,6,1,0,7
West Bengal,Bardhaman,713423,5,2,0,7
Odisha,Baleshwar,756126,5,2,0,7
Karnataka,Hasan,573164,7,0,0,7
Himachal Pradesh,Kangra,176071,7,0,0,7
Himachal Pradesh,Hamirpur,177118,7,0,0,7
Karnataka,Hasan,573101,7,0,0,7
Assam,Dhemaji,787055,4,1,2,7
Himachal Pradesh,Lahul & Spiti,175132,7,0,0,7
Himachal Pradesh,Kinnaur,172118,6,1,0,7
West Bengal,Bardhaman,713304,5,2,0,7
Karnataka,Gulbarga,585292,5,2,0,7
Punjab,Pathankot,143525,7,0,0,7
Andhra Pradesh,Parvathipuram Manyam,535557,7,0,0,7
Andhra Pradesh,Palnadu,522421,7,0,0,7
Kerala,Pathanamthitta,689613,4,3,0,7
Andhra Pradesh,Ananthapur,515002,7,0,0,7
West Bengal,Purba Medinipur,721125,5,2,0,7
Kerala,Palakkad,679516,7,0,0,7
Andhra Pradesh,Sri Potti Sriramulu Nellore,524239,4,2,1,7
Gujarat,Ahmadabad,387810,7,0,0,7
West Bengal,Purba Bardhaman,713429,7,0,0,7
West Bengal,Purba Bardhaman,713154,6,1,0,7
West Bengal,Purba Bardhaman,713156,3,2,2,7
Gujarat,Ahmadabad,382449,5,2,0,7
Gujarat,Ahmadabad,380023,4,3,0,7
Gujarat,Ahmadabad,380052,5,2,0,7
Andhra Pradesh,Palnadu,522649,7,0,0,7
Andhra Pradesh,Palnadu,522603,5,1,1,7
West Bengal,Purba Bardhaman,713430,7,0,0,7
Andhra Pradesh,Ananthapur,515303,5,2,0,7
Andhra Pradesh,Ananthapur,515305,5,2,0,7
Uttarakhand,Hardwar,249408,7,0,0,7
Uttarakhand,Hardwar,247666,6,1,0,7
Andhra Pradesh,Karimnagar,505529,7,0,0,7
Karnataka,Bengaluru,562110,6,1,0,7
Odisha,Puri,751002,4,3,0,7
Karnataka,Bengaluru,560107,5,1,1,7
Andhra Pradesh,Eluru,534427,5,0,2,7
Odisha,Anugul,759123,7,0,0,7
Odisha,Baleshwar,756021,6,1,0,7
Karnataka,Chamarajanagar,571115,6,1,0,7
Uttarakhand,Hardwar,249401,7,0,0,7
Odisha,Baleshwar,756085,6,1,0,7
Odisha,Baleshwar,756115,4,3,0,7
Assam,Kamrup,781012,4,3,0,7
Rajasthan,Udaipur,313325,3,4,0,7
Assam,Kamrup,781007,4,3,0,7
Uttarakhand,Nainital,263141,6,1,0,7
Karnataka,Chickmagalur,577125,7,0,0,7
Haryana,Yamunanagar,135002,6,1,0,7
Kerala,Malappuram,676104,3,3,1,7
Kerala,Palakkad,678014,4,2,1,7
Andhra Pradesh,Sri Potti Sriramulu Nellore,524323,4,2,1,7
Andhra Pradesh,Sri Potti Sriramulu Nellore,524366,2,4,1,7
Punjab,S.A.S Nagar(Mohali),160071,6,1,0,7
Madhya Pradesh,Tikamgarh,472336,5,2,0,7
Kerala,Palakkad,678011,4,3,0,7
Gujarat,Anand,388215,6,1,0,7
Tamil Nadu,Tirunelveli,627713,7,0,0,7
West Bengal,Purba Bardhaman,713148,4,3,0,7
Gujarat,Bharuch,394116,4,2,1,7
Gujarat,Anand,388421,5,2,0,7
Gujarat,Anand,388470,4,2,1,7
West Bengal,Paschim Medinipur,721256,6,1,0,7
Tamil Nadu,Thoothukkudi,628753,4,3,0,7
West Bengal,Paschim Medinipur,721130,4,2,1,7
Kerala,Kottayam,686584,6,1,0,7
Kerala,Kottayam,686585,6,1,0,7
Kerala,Kozhikode,673615,5,2,0,7
Karnataka,Bengaluru,560080,4,2,1,7
Jammu And Kashmir,Leh,194104,7,0,0,7
Uttarakhand,Chamoli,246483,5,2,0,7
Nagaland,Chumukedima,797116,1,3,3,7
Uttar Pradesh,Allahabad,211014,4,3,0,7
Andhra Pradesh,Khammam,507140,6,1,0,7
Andhra Pradesh,Eluru,534007,5,1,1,7
Andhra Pradesh,Eluru,521329,7,0,0,7
Sikkim,South,737121,2,5,0,7
West Bengal,East Midnapore,721420,5,2,0,7
West Bengal,Darjiling,734423,6,1,0,7
Karnataka,Bengaluru,560111,6,0,1,7
Assam,Kamrup,781037,3,4,0,7
Assam,Kamrup,781016,5,2,0,7
West Bengal,Darjeeling,734123,3,4,0,7
West Bengal,Darjeeling,734218,5,1,1,7
West Bengal,Dakshin Dinajpur,733207,3,4,0,7
Andhra Pradesh,East Godavari,534216,7,0,0,7
Andhra Pradesh,East Godavari,534305,7,0,0,7
Andhra Pradesh,Warangal,506319,6,1,0,7
Uttarakhand,Almora,263660,7,0,0,7
Orissa,Anugul,759123,6,1,0,7
Assam,Sibsagar,785670,5,2,0,7
Karnataka,Koppal,584119,7,0,0,7
Tripura,West Tripura,799181,5,2,0,7
Haryana,Gurgaon,122008,5,1,1,7
Karnataka,Kolar,563125,7,0,0,7
Assam,Sibsagar,785691,6,1,0,7
Uttar Pradesh,Agra,282008,2,5,0,7
Manipur,Thoubal,795135,5,2,0,7
Karnataka,Mandya,571437,6,1,0,7
Assam,Majuli,785102,3,4,0,7
Tamil Nadu,Chengalpattu,603211,6,1,0,7
Assam,Sibsagar,785661,7,0,0,7
Tamil Nadu,Chengalpattu,603313,7,0,0,7
Andhra Pradesh,Sri Sathya Sai,515531,7,0,0,7
Karnataka,Bangalore,560071,7,0,0,7
Andhra Pradesh,Nizamabad,503164,7,0,0,7
Andhra Pradesh,Nizamabad,503308,5,2,0,7
Gujarat,Bhavnagar,364720,4,3,0,7
Orissa,Sundargarh,769003,7,0,0,7
Andhra Pradesh,Sri Sathya Sai,515556,6,1,0,7
West Bengal,Paschim Bardhaman,713217,4,3,0,7
West Bengal,Paschim Bardhaman,713169,6,1,0,7
West Bengal,Paschim Bardhaman,713385,3,4,0,7
Tamil Nadu,Thiruvarur,614205,5,2,0,7
Bihar,Samstipur,848114,5,2,0,7
Tamil Nadu,Thiruvallur,631204,2,5,0,7
West Bengal,North Twenty Four Parganas,743134,5,2,0,7
West Bengal,North Twenty Four Parganas,743123,6,1,0,7
Tamil Nadu,Thiruvallur,600103,6,1,0,7
Bihar,Purnea,854327,7,0,0,7
Bihar,Purnea,854330,5,2,0,7
Tamil Nadu,Thiruvarur,609603,3,4,0,7
Tamil Nadu,Thiruvarur,612605,3,4,0,7
West Bengal,North Twenty Four Parganas,743289,4,3,0,7
Maharashtra,Ahmed Nagar,423601,3,4,0,7
Bihar,Purba Champaran,845315,1,6,0,7
Tamil Nadu,Thiruvallur,602025,4,3,0,7
Maharashtra,Bid,414202,4,3,0,7
Andhra Pradesh,Nandyal,518508,7,0,0,7
West Bengal,North Twenty Four Parganas,700127,6,1,0,7
West Bengal,North Twenty Four Parganas,700157,6,1,0,7
Orissa,Balangir,767027,7,0,0,7
Maharashtra,Sindhudurg,416806,7,0,0,7
Assam,Sribhumi,788723,4,3,0,7
Tripura,South Tripura,799159,2,5,0,7
Tamil Nadu,Coimbatore,641663,6,1,0,7
Karnataka,Shimoga,577232,6,1,0,7
Karnataka,Shimoga,577220,6,1,0,7
Andhra Pradesh,Khammam,507304,6,1,0,7
Karnataka,Mysuru,571608,7,0,0,7
Orissa,Koraput,764006,5,2,0,7
Uttar Pradesh,Ghaziabad,201103,3,4,0,7
Karnataka,Bangalore,560009,5,2,0,7
Karnataka,Ballari,583118,5,2,0,7
Gujarat,Dohad,389160,4,3,0,7
Tamil Nadu,The Nilgiris,643201,4,3,0,7
Tamil Nadu,The Nilgiris,643204,6,1,0,7
Maharashtra,Chhatrapati Sambhajinagar,431104,5,2,0,7
Maharashtra,Chhatrapati Sambhajinagar,431109,6,1,0,7
Maharashtra,Dharashiv,413603,4,3,0,7
Tamil Nadu,The Nilgiris,643221,7,0,0,7
Andhra Pradesh,Nandyal,518512,3,4,0,7
Andhra Pradesh,Nandyal,518513,7,0,0,7
Tamil Nadu,Tenkasi,627852,5,2,0,7
Bihar,Patna,800030,2,5,0,7
Gujarat,Gandhinagar,382042,3,2,2,7
Andhra Pradesh,Warangal,506168,7,0,0,7
Andhra Pradesh,Warangal,506172,6,1,0,7
Orissa,Cuttack,753006,7,0,0,7
Maharashtra,Ratnagiri,415717,6,1,0,7
Orissa,Bhadrak,756113,6,1,0,7
Orissa,Bargarh,768103,7,0,0,7
Andhra Pradesh,Warangal,506221,5,2,0,7
Andhra Pradesh,Warangal,506151,5,2,0,7
Gujarat,Surat,395620,5,1,1,7
Gujarat,Surendra Nagar,360055,7,0,0,7
West Bengal,Hugli,712149,4,3,0,7
Karnataka,Shivamogga,577448,7,0,0,7
Maharashtra,Satara,415516,7,0,0,7
Maharashtra,Sindhudurg,416620,7,0,0,7
Maharashtra,Sindhudurg,416623,7,0,0,7
Jharkhand,Ranchi,835216,3,4,0,7
Andhra Pradesh,Tirupati,517101,7,0,0,7
Uttar Pradesh,Mainpuri,283130,1,6,0,7
Kerala,Kasargod,671319,5,2,0,7
Orissa,Khordha,751022,7,0,0,7
Uttar Pradesh,Mirzapur,231216,3,4,0,7
Kerala,Idukki,685614,5,2,0,7
West Bengal,North 24 Parganas,700133,4,1,2,7
Tamil Nadu,Sivaganga,630102,5,2,0,7
Tamil Nadu,Sivaganga,621314,6,1,0,7
Andhra Pradesh,Annamayya,516110,5,1,1,7
Maharashtra,Gondia,441614,7,0,0,7
Maharashtra,Gondia,441807,5,2,0,7
Andhra Pradesh,Bapatla,522256,6,0,1,7
Tamil Nadu,Salem,636352,3,4,0,7
Maharashtra,Jalgaon,425112,4,3,0,7
Maharashtra,Raigad,402202,5,0,2,7
Maharashtra,Raigad,402113,6,1,0,7
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533240,6,1,0,7
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533248,7,0,0,7
West Bengal,Jhargram,721129,6,1,0,7
Orissa,Cuttack,754105,7,0,0,7
Andhra Pradesh,Mahabub Nagar,509153,7,0,0,7
Andhra Pradesh,Kurnool,518349,7,0,0,7
Orissa,Cuttack,754004,7,0,0,7
Tamil Nadu,Erode,641302,5,2,0,7
Tamil Nadu,Erode,638752,7,0,0,7
Maharashtra,Raigad,402305,7,0,0,7
West Bengal,Jhargram,721448,6,1,0,7
Maharashtra,Raigarh(Mh),402201,5,2,0,7
Gujarat,Surat,395013,6,1,0,7
Orissa,Kendujhar,758002,6,1,0,7
Uttar Pradesh,Moradabad,244415,7,0,0,7
Andhra Pradesh,Nalgonda,508255,6,1,0,7
Orissa,Khordha,752034,6,1,0,7
Maharashtra,Gondiya *,441916,7,0,0,7
Andhra Pradesh,Annamayya,517235,6,1,0,7
Tamil Nadu,Pudukkottai,630205,5,1,1,7
Andhra Pradesh,Bapatla,523184,6,1,0,7
Andhra Pradesh,Bapatla,523135,7,0,0,7
Andhra Pradesh,Nalgonda,508001,4,3,0,7
Gujarat,Mahesana,382721,5,1,1,7
Gujarat,Kheda,387375,4,3,0,7
West Bengal,Murshidabad,742191,6,1,0,7
West Bengal,Murshidabad,742139,5,2,0,7
Maharashtra,Mumbai City,400020,3,2,2,7
Andhra Pradesh,Bapatla,522311,7,0,0,7
Uttar Pradesh,Sant Kabir Nagar,272177,3,4,0,7
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,221301,3,4,0,7
Karnataka,Uttara Kannada,581365,5,1,1,7
Andhra Pradesh,Mahabub Nagar,509311,5,2,0,7
Andhra Pradesh,Mahbubnagar,509130,7,0,0,7
Maharashtra,Pune,413211,5,2,0,7
Gujarat,Rajkot,365480,5,2,0,7
West Bengal,Kalimpong,734319,3,1,3,7
West Bengal,Kalimpong,735206,3,1,3,7
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533218,7,0,0,7
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533210,7,0,0,7
Maharashtra,Raigad,402309,5,2,0,7
Karnataka,Udupi,576218,7,0,0,7
Maharashtra,Pune,410301,3,4,0,7
Jharkhand,Palamau,822124,6,1,0,7
Andhra Pradesh,Medak,502269,4,3,0,7
Andhra Pradesh,N. T. R,521170,7,0,0,7
Andhra Pradesh,N. T. R,521182,7,0,0,7
Orissa,Kandhamal,762103,7,0,0,7
Maharashtra,Mumbai( Sub Urban ),400092,4,3,0,7
Telangana,Nizamabad,505325,6,1,0,7
Tamil Nadu,Mayiladuthurai,609302,7,0,0,7
Gujarat,Navsari,396418,5,2,0,7
Bihar,Bhojpur,802352,2,5,0,7
Kerala,Ernakulam,682011,3,4,0,7
Orissa,Ganjam,761100,7,0,0,7
Andhra Pradesh,Medak,502114,7,0,0,7
Andhra Pradesh,Chittoor,517504,5,2,0,7
Tamil Nadu,Mayiladuthurai,609104,6,1,0,7
Gujarat,Navsari,396463,6,1,0,7
Andhra Pradesh,Mahbubnagar,509325,4,3,0,7
Andhra Pradesh,Mahbubnagar,509336,6,1,0,7
Andhra Pradesh,Mahbubnagar,509202,5,2,0,7
West Bengal,Kolkata,700100,4,3,0,7
Kerala,Alappuzha,689122,4,2,1,7
Kerala,Alappuzha,689512,5,2,0,7
Gujarat,Panch Mahals,389115,7,0,0,7
Maharashtra,Pune,410508,6,1,0,7
Telangana,Rajanna Sircilla,505530,7,0,0,7
Tamil Nadu,Krishnagiri,635111,6,1,0,7
West Bengal,Kolkata,700077,4,3,0,7
Maharashtra,Nanded,431746,7,0,0,7
West Bengal,Kolkata,700055,6,1,0,7
Tamil Nadu,Kanniyakumari,629179,7,0,0,7
Bihar,Aurangabad(Bh),824103,1,6,0,7
Tamil Nadu,Kanniyakumari,629810,7,0,0,7
Punjab,Jalandhar,144104,5,2,0,7
Punjab,Hoshiarpur,146107,5,1,1,7
Karnataka,Bangalore Rural,562149,5,1,1,7
Karnataka,Belagavi,591116,6,1,0,7
Punjab,Jalandhar,144027,4,3,0,7
Kerala,Thrissur,680654,7,0,0,7
Telangana,Hanumakonda,506313,6,1,0,7
Chhattisgarh,Koriya,497553,7,0,0,7
Tamil Nadu,Virudhunagar,626188,5,2,0,7
Telangana,Adilabad,504105,7,0,0,7
Telangana,Hyderabad,500063,5,2,0,7
Tamil Nadu,Virudhunagar,626002,7,0,0,7
Chhattisgarh,Surguja,496223,6,1,0,7
Andhra Pradesh,Alluri Sitharama Raju,533348,4,3,0,7
Punjab,Hoshiarpur,146115,6,1,0,7
Madhya Pradesh,Dhar,454365,7,0,0,7
Karnataka,Chikkamagaluru,577160,4,3,0,7
Andhra Pradesh,Kakinada,533432,6,1,0,7
Karnataka,Dakshina Kannada,574109,5,2,0,7
Andhra Pradesh,Y. S. R,516233,5,2,0,7
Himachal Pradesh,Solan,173214,7,0,0,7
Himachal Pradesh,Solan,173234,5,1,1,7
Andhra Pradesh,K.V.Rangareddy,500008,6,1,0,7
Rajasthan,Jhunjhunu,333042,5,2,0,7
Rajasthan,Jhunjhunu,333001,5,2,0,7
Rajasthan,Jhunjhunu,333021,6,1,0,7
Rajasthan,Jhunjhunu,333024,4,3,0,7
Karnataka,Chikkamagaluru,577136,6,1,0,7
Punjab,Jalandhar,144622,5,2,0,7
Andaman And Nicobar Islands,North And Middle Andaman,744209,7,0,0,7
Karnataka,Chikkamagaluru,577128,7,0,0,7
Chhattisgarh,Manendragarhâ€“Chirmiriâ€“Bharatpur,497557,6,1,0,7
West Bengal,South Twenty Four Parganas,700144,4,3,0,7
Lakshadweep,Lakshadweep,682554,7,0,0,7
Andhra Pradesh,Adilabad,504304,6,1,0,7
Andhra Pradesh,Adilabad,504306,7,0,0,7
Madhya Pradesh,Bhopal,462018,6,0,0,6
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,491665,4,2,0,6
Telangana,Hanumakonda,505498,6,0,0,6
West Bengal,South Twenty Four Parganas,700138,3,3,0,6
Ladakh,Kargil,194403,2,4,0,6
Karnataka,Belagavi,590009,5,0,1,6
West Bengal,South Twenty Four Parganas,743611,5,1,0,6
Andaman And Nicobar Islands,South Andaman,744104,6,0,0,6
Rajasthan,Jhunjhunu,333036,4,2,0,6
Uttar Pradesh,Bareilly,243004,3,3,0,6
Odisha,Kandhamal,761151,6,0,0,6
Andhra Pradesh,Kakinada,533262,6,0,0,6
Karnataka,Chikkamagaluru,577122,6,0,0,6
Jammu & Kashmir,Jammu,180004,2,4,0,6
Odisha,Khorda,752106,5,1,0,6
Andhra Pradesh,Karimnagar,505470,5,1,0,6
Andhra Pradesh,Karimnagar,505326,6,0,0,6
West Bengal,Bardhaman,713384,3,2,1,6
Andhra Pradesh,K.V.Rangareddy,500030,5,1,0,6
Andhra Pradesh,Hyderabad,500081,4,2,0,6
Karnataka,Chikmagalur,577134,6,0,0,6
West Bengal,Bardhaman,713168,5,1,0,6
West Bengal,Bardhaman,713129,6,0,0,6
West Bengal,Bardhaman,713126,6,0,0,6
Uttar Pradesh,Baghpat,250620,3,3,0,6
Himachal Pradesh,Mandi,171303,6,0,0,6
Himachal Pradesh,Lahul And Spiti,175132,6,0,0,6
Odisha,Cuttack,754011,6,0,0,6
Odisha,Cuttack,754298,6,0,0,6
Kerala,Pathanamthitta,690522,5,1,0,6
Madhya Pradesh,Neemuch,458664,3,3,0,6
Madhya Pradesh,Mauganj,486117,6,0,0,6
Punjab,Nawanshahr,144417,5,1,0,6
Punjab,Nawanshahr,144504,4,2,0,6
Punjab,Bathinda,151003,5,1,0,6
Karnataka,Chickmagalur,577137,4,2,0,6
Odisha,Khorda,752037,5,1,0,6
Odisha,Khordha,752031,6,0,0,6
Karnataka,Chamrajnagar,571439,6,0,0,6
Uttar Pradesh,Budaun,202522,1,5,0,6
Uttarakhand,Pauri Garhwal,246159,5,1,0,6
Telangana,K.V. Rangareddy,500102,5,0,1,6
West Bengal,Purba Medinipur,721461,6,0,0,6
West Bengal,Purba Medinipur,721167,6,0,0,6
Goa,South Goa,403725,5,1,0,6
Jharkhand,Gumla,835210,3,2,1,6
Andhra Pradesh,Visakhapatnam,535250,6,0,0,6
Rajasthan,Chittaurgarh,312022,4,2,0,6
Rajasthan,Chittaurgarh,312024,4,2,0,6
Orissa,Ganjam,761027,5,1,0,6
Orissa,Ganjam,760009,5,1,0,6
Andhra Pradesh,Mahabub Nagar,509409,4,2,0,6
Andhra Pradesh,Mahbubnagar,509380,3,3,0,6
West Bengal,Koch Bihar,736181,3,3,0,6
Maharashtra,Pune,410402,5,1,0,6
Karnataka,Udupi,574129,6,0,0,6
Maharashtra,Pune,411070,3,3,0,6
Tamil Nadu,Kanniyakumari,629305,5,1,0,6
Maharashtra,Raigad,402204,2,1,3,6
Maharashtra,Raigad,402207,6,0,0,6
Jharkhand,Hazaribagh,825315,3,3,0,6
West Bengal,Maldah,732138,3,3,0,6
Maharashtra,Mumbai( Sub Urban ),400081,6,0,0,6
Maharashtra,Mumbai( Sub Urban ),400089,5,1,0,6
Uttar Pradesh,Firozabad,205119,3,3,0,6
Jharkhand,Lohardaga,835231,4,2,0,6
Andhra Pradesh,Medak,502375,4,2,0,6
Kerala,Ernakulam,683548,3,3,0,6
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533211,6,0,0,6
Maharashtra,Mumbai( Sub Urban ),400093,6,0,0,6
Tamil Nadu,Mayiladuthurai,609107,5,1,0,6
Tamil Nadu,Mayiladuthurai,609311,6,0,0,6
Tamil Nadu,Mayiladuthurai,609402,4,2,0,6
Tamil Nadu,Mayiladuthurai,609308,6,0,0,6
West Bengal,Maldah,742202,4,2,0,6
West Bengal,Maldah,732144,4,2,0,6
West Bengal,Maldah,732213,4,2,0,6
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533464,6,0,0,6
Maharashtra,Raigad,410220,5,0,1,6
West Bengal,Jhargram,721514,4,1,1,6
Maharashtra,Raigarh,402126,5,1,0,6
Andhra Pradesh,Mahabub Nagar,509375,4,2,0,6
Andhra Pradesh,Mahabub Nagar,509352,4,2,0,6
Maharashtra,Raigad,402114,6,0,0,6
Telangana,Vikarabad,502345,6,0,0,6
Orissa,Khordha,752056,5,1,0,6
Gujarat,Surat,394515,6,0,0,6
Gujarat,Surat,394517,4,2,0,6
Gujarat,Surendra Nagar,363610,4,2,0,6
West Bengal,Hugli,712502,6,0,0,6
Maharashtra,Sangli,415402,6,0,0,6
Maharashtra,Raigarh,410216,3,3,0,6
Telangana,Warangal,506352,5,1,0,6
Gujarat,Mahesana,382120,5,1,0,6
West Bengal,Murshidabad,742173,6,0,0,6
Andhra Pradesh,Annamayya,517352,6,0,0,6
Kerala,Idukki,685589,6,0,0,6
Gujarat,Junagadh,362269,5,1,0,6
Kerala,Idukki,685562,5,1,0,6
Jharkhand,Ranchi,834007,4,2,0,6
Andhra Pradesh,Nalgonda,508257,5,1,0,6
Karnataka,Uttara Kannada,581396,5,1,0,6
Maharashtra,Mumbai,400036,6,0,0,6
Gujarat,Mahesana,384440,3,2,1,6
Maharashtra,Mumbai City,400021,4,2,0,6
Andhra Pradesh,Bapatla,523165,5,1,0,6
Andhra Pradesh,Bapatla,522264,6,0,0,6
Telangana,Nalgonda,508234,4,2,0,6
Gujarat,Mahesana,382170,6,0,0,6
Gujarat,Tapi,394246,5,1,0,6
West Bengal,Hugli,712246,4,2,0,6
West Bengal,Hugli,712103,5,1,0,6
Karnataka,Shivamogga,577452,5,1,0,6
Orissa,Bargarh,768104,6,0,0,6
Andhra Pradesh,Warangal,506244,4,2,0,6
Andhra Pradesh,Warangal,506145,6,0,0,6
Andhra Pradesh,Warangal,506201,5,1,0,6
Andhra Pradesh,Nalgonda,508373,5,1,0,6
Andhra Pradesh,Nalgonda,508374,6,0,0,6
Maharashtra,Sindhudurg,416513,5,0,1,6
Tripura,Khowai,799202,4,2,0,6
Gujarat,Vadodara,391320,4,2,0,6
Gujarat,Tapi,394730,6,0,0,6
Telangana,Warangal Urban,506004,6,0,0,6
Telangana,Warangal Urban,506007,5,1,0,6
Kerala,Kasargod,671310,6,0,0,6
Kerala,Kasargod,671313,6,0,0,6
Kerala,Kannur,673312,4,2,0,6
Maharashtra,Gondiya *,441801,6,0,0,6
Andhra Pradesh,Nalgonda,508377,6,0,0,6
Andhra Pradesh,Nandyal,518135,6,0,0,6
Jharkhand,Ranchi,835215,4,2,0,6
Andhra Pradesh,Tirupati,517193,6,0,0,6
Gujarat,Sabar Kantha,383345,6,0,0,6
Gujarat,Sabar Kantha,383307,3,3,0,6
Kerala,Idukki,685616,5,1,0,6
Tamil Nadu,Ranipet,632510,4,2,0,6
Bihar,Lakhisarai,811105,2,4,0,6
Andhra Pradesh,Annamayya,517213,6,0,0,6
Tamil Nadu,Sivaganga,622403,6,0,0,6
West Bengal,North 24 Parganas,700080,5,1,0,6
Maharashtra,Thane,421604,5,1,0,6
Tripura,South Tripura,799105,6,0,0,6
Karnataka,Shivamogga,577424,5,1,0,6
Karnataka,Shivamogga,577220,6,0,0,6
Tamil Nadu,Coimbatore,642125,5,1,0,6
Assam,Sribhumi,788725,3,3,0,6
Assam,Sribhumi,788728,6,0,0,6
Tripura,Sepahijala,799100,4,2,0,6
Punjab,Sri Muktsar Sahib,152022,6,0,0,6
Karnataka,Bagalkot *,587203,6,0,0,6
Orissa,Koraput,764002,4,2,0,6
Karnataka,Shimoga,577411,4,2,0,6
Maharashtra,Thane,401104,6,0,0,6
Maharashtra,Thane,401402,5,1,0,6
Maharashtra,Thane,401502,6,0,0,6
Maharashtra,Thane,401506,6,0,0,6
Tamil Nadu,The Nilgiris,643242,4,2,0,6
Tamil Nadu,Thiruvallur,600037,6,0,0,6
Andhra Pradesh,Ananthapuramu,515311,6,0,0,6
West Bengal,North 24 Parganas,743246,4,2,0,6
Andhra Pradesh,Ananthapuramu,515286,6,0,0,6
Kerala,Kollam,691008,3,3,0,6
Andhra Pradesh,Nandyal,518573,6,0,0,6
Andhra Pradesh,Nandyal,518598,5,1,0,6
Orissa,Bhadrak,756132,5,1,0,6
Orissa,Bhadrak,756135,5,1,0,6
Telangana,Warangal (Urban),505476,5,1,0,6
Bihar,Muzaffarpur,843133,3,3,0,6
Maharashtra,Chhatrapati Sambhajinagar,431147,5,1,0,6
Kerala,Kasargod,671348,5,1,0,6
Gujarat,Gandhinagar,382426,6,0,0,6
Maharashtra,Chandrapur,442901,3,3,0,6
Orissa,Nayagarh,752077,5,1,0,6
Karnataka,Bangalore,560055,6,0,0,6
Punjab,Tarn Taran,143107,6,0,0,6
Karnataka,Ballari,583211,6,0,0,6
Orissa,Subarnapur,767017,6,0,0,6
Orissa,Sundargarh,769002,5,1,0,6
Tamil Nadu,Thoothukkudi,627951,6,0,0,6
Gujarat,Botad,364310,4,2,0,6
West Bengal,North Twenty Four Parganas,743429,3,3,0,6
West Bengal,North Twenty Four Parganas,743294,5,1,0,6
Tamil Nadu,Thiruvallur,602023,4,2,0,6
Tamil Nadu,Thiruvallur,600099,6,0,0,6
Bihar,Purnea,854315,6,0,0,6
West Bengal,North Twenty Four Parganas,743129,5,1,0,6
West Bengal,North Twenty Four Parganas,743193,5,1,0,6
West Bengal,North Twenty Four Parganas,743122,6,0,0,6
Uttar Pradesh,Unnao,209841,4,2,0,6
Maharashtra,Sindhudurg,416523,6,0,0,6
Orissa,Koraput,764003,6,0,0,6
Andhra Pradesh,Nandyal,518511,6,0,0,6
West Bengal,North Twenty Four Parganas,700136,5,1,0,6
